road,direction,km,mffs
1,out,19,20
1,out,25,134
1,out,26,130
1,out,27,141
1,out,28,144
1,out,29,121
1,out,30,123
1,out,31,132
1,out,32,116
1,out,33,126
1,out,34,101
1,out,35,135
1,out,36,126
1,out,37,126
1,out,38,116
1,out,39,123
1,out,40,137
1,out,41,122
1,out,42,139
1,out,43,142
1,out,44,135
1,out,45,134
1,out,46,121
1,out,47,122
1,out,48,117
1,out,49,124
1,out,50,124
1,out,51,109
1,out,52,124
1,out,53,91
1,out,54,106
1,out,55,125
1,out,56,113
1,out,57,113
1,out,58,139
1,out,59,118
1,out,60,118
1,out,61,124
1,out,62,116
1,out,63,119
1,out,64,136
1,out,65,129
1,out,66,129
1,out,67,132
1,out,68,136
1,out,69,142
1,out,70,136
1,out,71,127
1,out,72,129
1,out,73,127
1,out,74,130
1,out,75,143
1,out,76,152
1,out,77,122
1,out,78,153
1,out,79,141
1,out,80,114
1,out,81,131
1,out,82,117
1,out,83,158
1,out,84,138
1,out,85,119
1,out,86,121
1,out,87,130
1,out,88,112
1,out,89,124
1,out,90,123
1,out,91,121
1,out,92,95
1,out,93,90
1,out,94,94
1,out,95,89
1,out,96,108
1,out,97,138
1,out,98,119
1,out,99,122
1,out,100,120
1,out,101,124
1,out,102,124
1,out,103,117
1,out,104,96
1,out,105,114
1,out,106,113
1,out,107,89
1,out,108,95
1,out,109,111
1,out,110,115
1,out,111,132
1,out,112,127
1,out,113,101
1,out,114,100
1,out,115,111
1,out,116,96
1,out,117,94
1,out,118,118
1,out,119,115
1,out,120,132
1,out,121,104
1,out,122,124
1,out,123,106
1,out,124,101
1,out,125,119
1,out,126,127
1,out,127,103
1,out,128,160
1,out,129,100
1,out,130,107
1,out,131,119
1,out,132,124
1,out,133,115
1,out,134,122
1,out,135,123
1,out,136,108
1,out,137,109
1,out,138,99
1,out,139,125
1,out,140,116
1,out,141,123
1,out,142,135
1,out,143,122
1,out,144,131
1,out,145,115
1,out,146,130
1,out,147,125
1,out,148,105
1,out,149,106
1,out,150,103
1,out,151,115
1,out,152,107
1,out,153,96
1,out,154,82
1,out,155,95
1,out,156,111
1,out,157,125
1,out,158,111
1,out,159,101
1,out,160,124
1,out,161,122
1,out,162,107
1,out,163,107
1,out,164,91
1,out,165,90
1,out,166,78
1,out,167,121
1,out,168,105
1,out,169,111
1,out,170,131
1,out,171,119
1,out,172,114
1,out,173,120
1,out,174,135
1,out,175,124
1,out,176,122
1,out,177,118
1,out,178,112
1,out,179,118
1,out,180,128
1,out,181,117
1,out,182,134
1,out,183,135
1,out,184,121
1,out,185,127
1,out,186,138
1,out,187,120
1,out,188,111
1,out,189,77
1,out,190,114
1,out,191,108
1,out,192,111
1,out,193,107
1,out,194,80
1,out,195,102
1,out,196,109
1,out,197,114
1,out,198,94
1,out,199,122
1,out,200,103
1,out,201,111
1,out,202,97
1,out,203,120
1,out,204,94
1,out,205,112
1,out,206,98
1,out,207,111
1,out,208,91
1,out,209,91
1,out,210,92
1,out,211,96
1,out,212,96
1,out,213,120
1,out,214,131
1,out,215,101
1,out,216,125
1,out,217,91
1,out,218,94
1,out,219,114
1,out,220,112
1,out,221,123
1,out,222,111
1,out,223,103
1,out,224,96
1,out,225,103
1,out,226,125
1,out,227,120
1,out,228,106
1,out,229,129
1,out,230,103
1,out,231,94
1,out,232,109
1,out,233,86
1,out,234,81
1,out,235,114
1,out,236,111
1,out,237,93
1,out,238,114
1,out,239,105
1,out,240,108
1,out,241,100
1,out,242,97
1,out,243,99
1,out,244,90
1,out,245,111
1,out,246,105
1,out,247,111
1,out,248,83
1,out,249,124
1,out,250,125
1,out,251,101
1,out,252,103
1,out,253,91
1,out,254,107
1,out,255,98
1,out,256,94
1,out,257,114
1,out,258,112
1,out,259,107
1,out,260,138
1,out,261,114
1,out,262,111
1,out,263,150
1,out,264,132
1,out,265,115
1,out,266,112
1,out,267,120
1,out,268,109
1,out,269,130
1,out,270,137
1,out,271,108
1,out,272,118
1,out,273,116
1,out,274,112
1,out,275,131
1,out,276,116
1,out,277,106
1,out,278,106
1,out,279,109
1,out,280,85
1,out,281,115
1,out,282,116
1,out,283,131
1,out,284,125
1,out,285,131
1,out,286,136
1,out,287,114
1,out,288,134
1,out,289,110
1,out,290,98
1,out,291,119
1,out,292,135
1,out,293,116
1,out,294,105
1,out,295,114
1,out,296,120
1,out,297,130
1,out,298,119
1,out,299,131
1,out,300,122
1,out,301,135
1,out,302,126
1,out,303,128
1,out,304,107
1,out,305,116
1,out,306,103
1,out,307,99
1,out,308,129
1,out,309,136
1,out,310,136
1,out,311,109
1,out,312,123
1,out,313,89
1,out,314,115
1,out,315,128
1,out,316,137
1,out,317,130
1,out,318,129
1,out,319,141
1,out,320,127
1,out,321,132
1,out,322,122
1,out,323,119
1,out,324,104
1,out,325,111
1,out,326,120
1,out,327,89
1,out,328,110
1,out,329,124
1,out,330,104
1,out,331,127
1,out,332,133
1,out,333,148
1,out,334,134
1,out,335,130
1,out,336,131
1,out,337,142
1,out,338,117
1,out,339,103
1,out,340,103
1,out,341,87
1,out,342,103
1,out,343,89
1,out,344,118
1,out,345,135
1,out,346,118
1,out,347,142
1,out,348,118
1,out,349,132
1,out,350,109
1,out,351,117
1,out,352,116
1,out,353,133
1,out,354,129
1,out,355,122
1,out,356,140
1,out,357,120
1,out,358,117
1,out,359,120
1,out,360,126
1,out,361,130
1,out,362,128
1,out,363,128
1,out,364,130
1,out,365,124
1,out,366,119
1,out,367,127
1,out,368,126
1,out,369,128
1,out,370,143
1,out,371,130
1,out,372,132
1,out,373,127
1,out,374,115
1,out,375,119
1,out,376,130
1,out,377,123
1,out,378,128
1,out,379,115
1,out,380,117
1,out,381,129
1,out,382,123
1,out,383,122
1,out,384,118
1,out,385,119
1,out,386,120
1,out,387,116
1,out,388,119
1,out,389,112
1,out,390,90
1,out,391,92
1,out,392,128
1,out,393,115
1,out,394,120
1,out,395,131
1,out,396,142
1,out,397,129
1,out,398,136
1,out,399,133
1,out,400,117
1,out,401,128
1,out,402,123
1,out,403,123
1,out,404,131
1,out,405,160
1,out,406,111
1,out,407,119
1,out,408,131
1,out,409,121
1,out,410,110
1,out,411,117
1,out,412,120
1,out,413,121
1,out,414,123
1,out,415,133
1,out,416,120
1,out,417,125
1,out,418,120
1,out,419,114
1,out,420,119
1,out,421,119
1,out,422,146
1,out,423,116
1,out,424,130
1,out,425,123
1,out,426,119
1,out,427,131
1,out,428,124
1,out,429,133
1,out,430,121
1,out,431,119
1,out,432,130
1,out,433,138
1,out,434,126
1,out,435,132
1,out,436,118
1,out,437,133
1,out,438,118
1,out,439,115
1,out,440,129
1,out,441,131
1,out,442,122
1,out,443,127
1,out,444,119
1,out,445,110
1,out,446,147
1,out,447,96
1,out,448,113
1,out,449,119
1,out,450,112
1,out,451,98
1,out,452,125
1,out,453,128
1,out,454,117
1,out,455,119
1,out,456,116
1,out,457,92
1,out,458,86
1,out,459,117
1,out,460,107
1,out,461,131
1,out,462,119
1,out,463,132
1,out,464,119
1,out,465,112
1,out,466,108
1,out,467,105
1,out,468,119
1,out,469,114
1,out,470,120
1,out,471,125
1,out,472,107
1,out,473,134
1,out,474,131
1,out,475,133
1,out,476,152
1,out,477,124
1,out,478,130
1,out,479,128
1,out,480,136
1,out,481,133
1,out,482,144
1,out,483,123
1,out,484,118
1,out,485,138
1,out,486,142
1,out,487,143
1,out,488,124
1,out,489,115
1,out,490,118
1,out,491,123
1,out,492,122
1,out,493,103
1,out,494,111
1,out,495,148
1,out,496,126
1,out,497,134
1,out,498,147
1,out,499,135
1,out,500,137
1,out,501,132
1,out,502,139
1,out,503,137
1,out,504,139
1,out,505,135
1,out,506,116
1,out,507,136
1,out,508,134
1,out,509,137
1,out,510,136
1,out,511,140
1,out,512,127
1,out,513,125
1,out,514,141
1,out,515,133
1,out,516,123
1,out,517,118
1,out,518,98
1,out,519,87
1,out,520,114
1,out,521,114
1,out,522,72
1,out,523,90
1,out,524,99
1,out,525,160
1,out,526,99
1,out,527,115
1,out,528,129
1,out,529,96
1,out,530,133
1,out,531,140
1,out,532,136
1,out,533,133
1,out,534,122
1,out,535,92
1,out,536,116
1,out,537,129
1,out,538,132
1,out,539,140
1,out,540,131
1,out,541,144
1,out,542,138
1,out,543,136
1,out,544,127
1,out,545,129
1,out,546,124
1,out,547,140
1,out,548,115
1,out,549,113
1,out,550,138
1,out,551,136
1,out,552,136
1,out,553,111
1,out,554,119
1,out,555,117
1,out,556,140
1,out,557,124
1,out,558,118
1,out,559,126
1,out,560,116
1,out,561,128
1,out,562,130
1,out,563,115
1,out,564,121
1,out,565,129
1,out,566,118
1,out,567,122
1,out,568,120
1,out,569,119
1,out,570,139
1,out,571,125
1,out,572,141
1,out,573,122
1,out,574,127
1,out,575,138
1,out,576,118
1,out,577,117
1,out,578,129
1,out,579,112
1,out,580,140
1,out,581,107
1,out,582,129
1,out,583,114
1,out,584,134
1,out,585,113
1,out,586,122
1,out,587,112
1,out,588,149
1,out,589,127
1,out,590,89
1,out,591,127
1,out,592,123
1,out,593,114
1,out,594,108
1,out,595,109
1,out,596,127
1,out,597,120
1,out,598,140
1,out,599,138
1,out,600,122
1,out,601,140
1,out,602,129
1,out,603,117
1,out,604,136
1,out,605,129
1,out,606,122
1,out,607,129
1,out,608,130
1,out,609,121
1,out,610,98
1,out,611,128
1,out,612,103
1,out,613,121
1,out,614,122
1,out,615,115
1,out,616,95
1,out,617,91
1,out,618,110
1,out,619,92
1,out,620,106
1,out,621,93
1,out,622,117
1,out,623,112
1,out,624,118
1,out,625,112
1,out,626,133
1,out,627,119
1,out,628,125
1,out,629,108
1,out,630,124
1,out,631,123
1,out,632,90
1,out,633,114
1,out,634,109
1,out,635,114
1,out,636,114
1,out,637,115
1,out,638,122
1,out,639,111
1,out,640,93
1,out,641,109
1,out,642,111
1,out,643,109
1,out,644,111
1,out,645,113
1,out,646,20
1,out,647,110
1,out,648,117
1,out,649,111
1,out,650,105
1,out,651,93
1,out,652,118
1,out,653,111
1,out,654,108
1,out,655,110
1,out,656,118
1,out,657,114
1,out,658,114
1,out,659,160
1,out,660,115
1,out,661,110
1,out,662,160
1,out,663,160
1,out,664,132
1,out,665,125
1,out,666,122
1,out,667,112
1,out,668,96
1,out,669,160
1,out,670,118
1,out,671,105
1,out,672,134
1,out,673,142
1,out,674,130
1,out,675,160
1,out,676,121
1,out,677,132
1,out,678,160
1,out,679,160
1,out,680,160
1,out,681,160
1,out,682,121
1,out,683,160
1,out,684,95
1,out,685,98
1,out,686,128
1,out,687,125
1,out,688,120
1,out,689,132
1,out,690,160
1,out,691,112
1,out,692,160
1,out,693,103
1,out,694,160
1,out,695,160
1,out,696,160
1,out,697,160
1,out,698,111
1,out,699,106
1,out,700,90
1,out,701,117
1,out,702,120
1,out,703,160
1,out,704,160
1,out,705,160
1,out,706,114
1,out,707,160
1,out,708,160
1,out,709,160
1,out,710,160
1,out,711,160
1,out,712,160
1,out,713,160
1,out,714,119
1,out,715,116
1,out,716,106
1,out,717,120
1,out,718,104
1,out,719,119
1,out,720,111
1,out,721,107
1,out,722,116
1,out,723,120
1,out,724,105
1,out,725,118
1,out,726,113
1,out,727,107
1,out,728,116
1,out,729,96
1,out,730,120
1,out,731,104
1,out,732,89
1,out,733,93
1,out,734,92
1,out,735,90
1,out,736,111
1,out,737,95
1,out,738,87
1,out,739,83
1,out,740,98
1,out,741,102
1,out,742,89
1,out,743,98
1,out,744,122
1,out,745,86
1,out,746,98
1,out,747,80
1,out,748,96
1,out,749,101
1,out,750,120
1,out,751,108
1,out,752,112
1,out,753,75
1,out,754,94
1,out,755,95
1,out,756,105
1,out,757,99
1,out,758,115
1,out,759,98
1,out,760,92
1,out,761,95
1,out,762,79
1,out,763,101
1,out,764,92
1,out,765,90
1,out,766,94
1,out,767,93
1,out,768,94
1,out,769,87
1,out,770,123
1,out,771,100
1,out,772,97
1,out,773,109
1,out,774,107
1,out,775,112
1,out,776,107
1,out,777,96
1,out,778,92
1,out,779,104
1,out,780,96
1,out,781,96
1,out,782,95
1,out,783,89
1,out,784,97
1,out,785,96
1,out,786,106
1,out,787,120
1,out,788,104
1,out,789,108
1,out,790,98
1,out,791,121
1,out,792,135
1,out,793,121
1,out,794,119
1,out,795,120
1,out,796,114
1,out,797,124
1,out,798,129
1,out,799,127
1,out,800,119
1,out,801,126
1,out,802,115
1,out,803,109
1,out,804,119
1,out,805,105
1,out,806,133
1,out,807,124
1,out,808,119
1,out,809,119
1,out,810,123
1,out,811,109
1,out,812,106
1,out,813,100
1,out,814,100
1,out,815,91
1,out,816,107
1,out,817,109
1,out,818,107
1,out,819,101
1,out,820,119
1,out,821,114
1,out,822,128
1,out,823,105
1,out,824,105
1,out,825,91
1,out,826,102
1,out,827,129
1,out,828,96
1,out,829,127
1,out,830,116
1,out,831,90
1,out,832,100
1,out,833,102
1,out,834,114
1,out,835,124
1,out,836,97
1,out,837,97
1,out,838,90
1,out,839,90
1,out,840,94
1,out,841,92
1,out,842,89
1,out,843,119
1,out,844,95
1,out,845,93
1,out,846,104
1,out,847,113
1,out,848,112
1,out,849,120
1,out,850,131
1,out,851,129
1,out,852,124
1,out,853,130
1,out,854,119
1,out,855,123
1,out,856,126
1,out,857,118
1,out,858,120
1,out,859,123
1,out,860,127
1,out,861,130
1,out,862,109
1,out,863,99
1,out,864,123
1,out,865,132
1,out,866,117
1,out,867,120
1,out,868,132
1,out,869,121
1,out,870,132
1,out,871,139
1,out,872,128
1,out,873,116
1,out,874,137
1,out,875,112
1,out,876,133
1,out,877,119
1,out,878,126
1,out,879,135
1,out,880,129
1,out,881,138
1,out,882,124
1,out,883,137
1,out,884,123
1,out,885,119
1,out,886,100
1,out,887,89
1,out,888,103
1,out,889,107
1,out,890,90
1,out,891,112
1,out,892,137
1,out,893,115
1,out,894,146
1,out,895,112
1,out,896,123
1,out,897,116
1,out,898,112
1,out,899,113
1,out,900,135
1,out,901,116
1,out,902,148
1,out,903,105
1,out,904,118
1,out,905,114
1,out,906,104
1,out,907,113
1,out,908,94
1,out,909,92
1,out,910,111
1,out,911,112
1,out,912,119
1,out,913,118
1,out,914,112
1,out,915,124
1,out,916,120
1,out,917,112
1,out,918,124
1,out,919,119
1,out,920,82
1,out,921,100
1,out,922,137
1,out,923,133
1,out,924,103
1,out,925,119
1,out,926,107
1,out,927,119
1,out,928,113
1,out,929,137
1,out,930,118
1,out,931,123
1,out,932,92
1,out,933,73
1,out,934,91
1,out,935,98
1,out,936,102
1,out,937,105
1,out,938,112
1,out,939,99
1,out,940,98
1,out,941,98
1,out,942,128
1,out,943,119
1,out,944,114
1,out,945,113
1,out,946,112
1,out,947,120
1,out,948,116
1,out,949,108
1,out,950,123
1,out,951,134
1,out,952,125
1,out,953,121
1,out,954,116
1,out,955,130
1,out,956,110
1,out,957,98
1,out,958,105
1,out,959,101
1,out,960,104
1,out,961,93
1,out,962,105
1,out,963,105
1,out,964,108
1,out,965,127
1,out,966,124
1,out,967,121
1,out,968,127
1,out,969,122
1,out,970,136
1,out,971,135
1,out,972,126
1,out,973,118
1,out,974,110
1,out,975,107
1,out,976,125
1,out,977,136
1,out,978,119
1,out,979,120
1,out,980,117
1,out,981,107
1,out,982,117
1,out,983,132
1,out,984,127
1,out,985,127
1,out,986,112
1,out,987,117
1,out,988,118
1,out,989,109
1,out,990,121
1,out,991,97
1,out,992,85
1,out,993,98
